,Unnamed: 0,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
7978,7978,2020-12-22 02:30:00,4.1,4960.0043249161,354,-17.4,74,921,3.8,1332.0,1332.0
7979,7979,2020-12-22 02:45:00,3.9,4960.0041922755,359,-17.4,74,921,3.8,1210.0,1210.0
7980,7980,2020-12-22 03:00:00,3.6,4960.0016949801,0,-17.5,75,921,3.1,770.0,770.0
7981,7981,2020-12-22 03:15:00,3.4,4960.0035305229,2,-17.5,75,921,2.5,563.0,563.0
7982,7982,2020-12-22 03:30:00,3.3,4960.0049190013,2,-17.5,76,921,2.2,8.0,8.0
7983,7983,2020-12-22 03:45:00,3.1,4960.003270883,4,-17.5,76,921,2.1,-89.0,-89.0
7984,7984,2020-12-22 04:00:00,3.0,4960.0048304869,4,-17.5,77,921,1.4,-127.0,-127.0
7985,7985,2020-12-22 04:15:00,2.9,4960.0025645407,4,-17.5,77,921,1.6,-109.0,-109.0
7986,7986,2020-12-22 04:30:00,3.0,4960.0021890435,2,-17.6,77,921,1.5,-152.0,-152.0
7987,7987,2020-12-22 04:45:00,3.0,4960.0012959023,2,-17.6,78,921,1.9,-64.0,-64.0
7988,7988,2020-12-22 05:00:00,3.1,4960.002626472,0,-17.7,78,921,1.6,-164.0,-164.0
7989,7989,2020-12-22 05:15:00,3.1,4960.0037963803,0,-17.8,78,921,1.5,-147.0,-147.0
7990,7990,2020-12-22 05:30:00,3.1,4960.0030527332,0,-18.0,79,921,1.4,-156.0,-156.0
7991,7991,2020-12-22 05:45:00,3.1,4960.0035879325,0,-18.1,79,921,1.5,-163.0,-163.0
7992,7992,2020-12-22 06:00:00,3.1,4960.0015760235,0,-18.3,80,921,1.6,-177.0,-177.0
7993,7993,2020-12-22 06:15:00,3.1,4960.0011919455,0,-18.4,80,921,1.7,-172.0,-172.0
7994,7994,2020-12-22 06:30:00,3.0,4960.0032853994,0,-18.5,80,921,1.5,-173.0,-173.0
7995,7995,2020-12-22 06:45:00,2.9,4960.0011047772,0,-18.6,81,922,1.3,-183.0,-183.0
7996,7996,2020-12-22 07:00:00,2.8,4960.0043973091,358,-18.7,81,922,1.4,-154.0,-154.0
7997,7997,2020-12-22 07:15:00,2.8,4960.0015521244,356,-18.7,81,922,1.1,-165.0,-165.0
7998,7998,2020-12-22 07:30:00,2.8,4960.0036901343,354,-18.8,81,922,1.0,-165.0,-165.0
7999,7999,2020-12-22 07:45:00,2.8,4960.0022593096,352,-18.8,81,922,1.0,-160.0,-160.0
8000,8000,2020-12-22 08:00:00,2.8,4960.0005826886,350,-18.9,81,922,1.3,-169.0,-169.0
8001,8001,2020-12-22 08:15:00,2.8,4960.0013356544,350,-18.7,81,922,1.1,-168.0,-168.0
8002,8002,2020-12-22 08:30:00,2.8,4960.0039709399,352,-18.4,80,922,1.4,-145.0,-145.0
8003,8003,2020-12-22 08:45:00,2.7,4960.0032935179,356,-18.1,79,922,1.2,-145.0,-145.0
8004,8004,2020-12-22 09:00:00,2.7,4960.0041675275,358,-17.8,78,922,1.1,-131.0,-131.0
8005,8005,2020-12-22 09:15:00,2.6,4960.0039846548,0,-17.2,77,922,1.3,-142.0,-142.0
8006,8006,2020-12-22 09:30:00,2.3,4960.0012145681,7,-16.4,75,922,1.0,-141.0,-141.0
8007,8007,2020-12-22 09:45:00,2.1,4960.0008197235,14,-15.7,73,923,1.1,-131.0,-131.0
8008,8008,2020-12-22 10:00:00,1.9,4960.0020135418,25,-14.9,71,923,0.7,-117.0,-117.0
8009,8009,2020-12-22 10:15:00,1.7,4960.0034756356,28,-14.2,70,923,0.8,-134.0,-134.0
8010,8010,2020-12-22 10:30:00,1.4,4960.004266607,21,-13.5,69,923,1.2,-155.0,-155.0
8011,8011,2020-12-22 10:45:00,1.2,4960.0025276589,9,-12.8,68,923,1.4,-162.0,-162.0
8012,8012,2020-12-22 11:00:00,1.0,4960.0041095121,0,-12.1,67,923,1.3,-139.0,-139.0
8013,8013,2020-12-22 11:15:00,0.9,4960.004159612,342,-11.6,66,923,1.2,-142.0,-142.0
8014,8014,2020-12-22 11:30:00,1.2,4960.0035734986,325,-11.2,66,923,1.3,-182.0,-182.0
8015,8015,2020-12-22 11:45:00,1.4,4960.0046000392,315,-10.7,65,922,1.0,-155.0,-155.0
8016,8016,2020-12-22 12:00:00,1.8,4960.0020064619,308,-10.3,65,922,1.5,-145.0,-145.0
8017,8017,2020-12-22 12:15:00,1.9,4960.0039520233,302,-10.0,65,922,1.8,-170.0,-170.0
8018,8018,2020-12-22 12:30:00,1.7,4960.0032545578,298,-9.7,65,922,1.7,-194.0,-194.0
8019,8019,2020-12-22 12:45:00,1.6,4960.0020794552,292,-9.5,64,922,1.5,-165.0,-165.0
8020,8020,2020-12-22 13:00:00,1.5,4960.0025249068,286,-9.2,64,922,1.3,-176.0,-176.0
8021,8021,2020-12-22 13:15:00,1.5,4960.0025864767,281,-9.0,64,922,1.3,-167.0,-167.0
8022,8022,2020-12-22 13:30:00,1.6,4960.0032666923,277,-8.9,65,922,1.6,-171.0,-171.0
8023,8023,2020-12-22 13:45:00,1.7,4960.0012858614,277,-8.8,65,922,2.3,99.0,99.0
8024,8024,2020-12-22 14:00:00,1.8,4960.0012985325,273,-8.7,66,922,2.1,-166.0,-166.0
8025,8025,2020-12-22 14:15:00,2.1,4960.0039559061,275,-8.8,67,922,2.2,-59.0,-59.0
8026,8026,2020-12-22 14:30:00,2.5,4960.0045294096,282,-9.0,69,922,2.1,8.0,8.0
8027,8027,2020-12-22 14:45:00,2.8,4960.0013966283,285,-9.3,70,922,1.5,-154.0,-154.0
8028,8028,2020-12-22 15:00:00,3.2,5507.4193548387,288,-9.5,72,922,1.9,-187.0,-187.0
8029,8029,2020-12-22 15:15:00,3.6,6489.6774193548,293,-9.9,74,922,2.2,-155.0,-155.0
8030,8030,2020-12-22 15:30:00,4.1,7689.6774193548,298,-10.5,76,922,2.0,-170.0,-170.0
8031,8031,2020-12-22 15:45:00,4.6,8890.6451612903,302,-11.2,77,923,2.2,26.0,26.0
8032,8032,2020-12-22 16:00:00,5.1,10090.6451612903,305,-11.8,79,923,2.1,174.0,174.0
8033,8033,2020-12-22 16:15:00,5.4,11150.3225806452,308,-12.3,80,923,1.7,-151.0,-151.0
8034,8034,2020-12-22 16:30:00,5.7,12070.6451612903,310,-12.6,80,923,1.5,-154.0,-154.0
8035,8035,2020-12-22 16:45:00,6.0,12990.0,313,-12.9,80,923,1.8,-145.0,-145.0
8036,8036,2020-12-22 17:00:00,6.4,13910.3225806452,315,-13.2,80,923,2.1,-103.0,-103.0
8037,8037,2020-12-22 17:15:00,6.6,14297.4193548387,317,-13.5,80,923,1.8,-123.0,-123.0
8038,8038,2020-12-22 17:30:00,6.7,14152.2580645161,319,-13.7,80,923,1.7,-153.0,-153.0
8039,8039,2020-12-22 17:45:00,6.7,14008.064516129,320,-13.8,79,923,1.4,-150.0,-150.0
8040,8040,2020-12-22 18:00:00,6.8,13862.9032258065,322,-14.0,79,923,1.4,-158.0,-158.0
8041,8041,2020-12-22 18:15:00,6.8,13661.6129032258,324,-14.1,79,923,1.7,-155.0,-155.0
8042,8042,2020-12-22 18:30:00,6.9,13403.2258064516,326,-14.1,78,923,1.3,-161.0,-161.0
8043,8043,2020-12-22 18:45:00,6.9,13145.8064516129,327,-14.0,78,923,1.4,-165.0,-165.0
8044,8044,2020-12-22 19:00:00,7.0,12887.4193548387,328,-14.0,77,923,2.3,40.0,40.0
8045,8045,2020-12-22 19:15:00,7.1,12636.7741935484,331,-14.0,77,923,2.9,591.0,591.0
8046,8046,2020-12-22 19:30:00,7.2,12391.935483871,332,-14.0,76,923,3.0,685.0,685.0
8047,8047,2020-12-22 19:45:00,7.3,12147.0967741936,333,-14.0,76,923,2.9,704.0,704.0
8048,8048,2020-12-22 20:00:00,7.4,12299.0,334,-14.0,75,923,2.6,443.0,443.0
8049,8049,2020-12-22 20:15:00,7.5,12048.0,337,-14.0,75,923,2.7,980.0,980.0
8050,8050,2020-12-22 20:30:00,7.6,11800.0,337,-14.0,75,923,3.2,1931.0,1931.0
8051,8051,2020-12-22 20:45:00,7.7,11551.0,339,-14.0,74,923,3.9,3407.0,3407.0
8052,8052,2020-12-22 21:00:00,7.7,11303.0,340,-14.0,74,923,4.7,5143.0,5143.0
8053,8053,2020-12-22 21:15:00,7.8,10719.0,342,-14.0,74,923,4.4,5429.0,5429.0
8054,8054,2020-12-22 21:30:00,7.7,9799.0,343,-14.0,74,923,4.6,5363.0,5363.0
8055,8055,2020-12-22 21:45:00,7.5,8880.0,343,-14.1,74,923,4.7,5059.0,5059.0
8056,8056,2020-12-22 22:00:00,7.4,7960.0,344,-14.1,74,923,4.0,2772.0,2772.0
8057,8057,2020-12-22 22:15:00,7.3,7254.0,345,-14.1,74,923,3.8,2106.0,2106.0
8058,8058,2020-12-22 22:30:00,7.2,6761.0,346,-14.1,74,923,3.6,2195.0,2195.0
8059,8059,2020-12-22 22:45:00,7.1,6268.0,348,-14.2,73,923,2.8,863.0,863.0
8060,8060,2020-12-22 23:00:00,6.9,5775.0,349,-14.2,73,923,2.0,111.0,111.0
8061,8061,2020-12-22 23:15:00,6.8,5468.0,350,-14.2,73,923,2.2,78.0,78.0
8062,8062,2020-12-22 23:30:00,6.7,5345.0,351,-14.3,73,923,1.9,-36.0,-36.0
8063,8063,2020-12-22 23:45:00,6.6,5222.0,351,-14.3,73,923,1.9,78.0,78.0
8064,8064,2020-12-23 00:00:00,4.2,4960.0029021931,15,-13.9,79,922,2.9,1442.0,1442.0
8065,8065,2020-12-23 00:15:00,4.5,4960.0044987695,13,-13.7,79,922,4.0,3943.0,3943.0
8066,8066,2020-12-23 00:30:00,4.9,4960.0029180968,11,-13.5,78,922,4.2,4974.0,4974.0
8067,8067,2020-12-23 00:45:00,5.1,4960.0017313247,8,-13.4,78,922,4.0,4533.0,4533.0
8068,8068,2020-12-23 01:00:00,5.5,4960.00371801,6,-13.2,77,922,4.6,5958.0,5958.0
8069,8069,2020-12-23 01:15:00,5.8,5176.0,5,-13.1,76,922,5.2,9301.0,9301.0
8070,8070,2020-12-23 01:30:00,6.0,5981.0,5,-13.0,75,922,4.8,6011.0,6011.0
8071,8071,2020-12-23 01:45:00,6.3,6786.0,5,-13.0,74,922,4.6,4967.0,4967.0
8072,8072,2020-12-23 02:00:00,6.5,7591.0,4,-12.9,73,922,4.1,3746.0,3746.0
8073,8073,2020-12-23 02:15:00,6.6,8108.0,4,-12.9,72,922,4.0,3215.0,3215.0
8074,8074,2020-12-23 02:30:00,6.6,8339.0,3,-13.0,71,922,3.7,2509.0,2509.0
8075,8075,2020-12-23 02:45:00,6.7,8569.0,3,-13.1,71,921,3.6,3185.0,3185.0
8076,8076,2020-12-23 03:00:00,6.7,8800.0,2,-13.2,70,921,3.3,1595.0,1595.0
8077,8077,2020-12-23 03:15:00,6.7,9086.0,1,-13.2,70,921,3.4,1862.0,1862.0
8078,8078,2020-12-23 03:30:00,6.7,9428.0,0,-13.3,70,921,3.3,2662.0,2662.0
8079,8079,2020-12-23 03:45:00,6.8,9771.0,357,-13.4,71,921,3.7,3939.0,3939.0
8080,8080,2020-12-23 04:00:00,6.8,10113.0,356,-13.5,71,921,3.5,2894.0,2894.0
8081,8081,2020-12-23 04:15:00,6.8,10725.0,354,-13.7,71,921,3.8,3360.0,3360.0
8082,8082,2020-12-23 04:30:00,6.9,11607.0,352,-13.8,71,921,4.3,3800.0,3800.0
8083,8083,2020-12-23 04:45:00,6.8,12488.0,351,-14.0,72,921,4.1,3486.0,3486.0
8084,8084,2020-12-23 05:00:00,6.8,13370.0,349,-14.1,72,921,3.4,2064.0,2064.0
8085,8085,2020-12-23 05:15:00,6.9,14215.0,347,-14.3,72,921,3.2,1874.0,1874.0
8086,8086,2020-12-23 05:30:00,6.8,15023.0,346,-14.4,72,921,3.4,1554.0,1554.0
8087,8087,2020-12-23 05:45:00,6.9,15832.0,344,-14.6,73,921,3.6,1799.0,1799.0
8088,8088,2020-12-23 06:00:00,6.8,16640.0,342,-14.7,73,921,3.6,2004.0,2004.0
8089,8089,2020-12-23 06:15:00,6.9,17839.0,341,-14.9,73,921,3.5,1590.0,1590.0
8090,8090,2020-12-23 06:30:00,7.1,19430.0,339,-15.1,73,921,3.5,1360.0,1360.0
8091,8091,2020-12-23 06:45:00,7.2,21020.0,337,-15.3,74,922,3.5,1204.0,1204.0
8092,8092,2020-12-23 07:00:00,7.3,22611.0,336,-15.5,74,922,4.2,2660.0,2660.0
8093,8093,2020-12-23 07:15:00,7.5,24122.0,335,-15.7,74,922,5.0,5194.0,5194.0
8094,8094,2020-12-23 07:30:00,7.7,25555.0,334,-15.9,74,922,5.2,6878.0,6878.0
8095,8095,2020-12-23 07:45:00,7.9,26988.0,333,-16.1,75,922,5.2,6250.0,6250.0
8096,8096,2020-12-23 08:00:00,8.1,28421.0,332,-16.3,75,922,5.1,6301.0,6301.0
8097,8097,2020-12-23 08:15:00,8.1,29415.0,331,-16.4,75,922,5.1,7315.0,7315.0
8098,8098,2020-12-23 08:30:00,8.2,29970.0,329,-16.4,75,922,5.4,8013.0,8013.0
8099,8099,2020-12-23 08:45:00,8.2,30526.0,328,-16.5,74,923,5.6,9144.0,9144.0
8100,8100,2020-12-23 09:00:00,8.2,31081.0,327,-16.5,74,923,6.2,11778.0,11778.0
8101,8101,2020-12-23 09:15:00,8.3,31625.0,326,-16.3,74,923,6.1,12818.0,12818.0
8102,8102,2020-12-23 09:30:00,8.3,32156.0,325,-16.0,73,923,6.2,13330.0,13330.0
8103,8103,2020-12-23 09:45:00,8.4,32687.0,323,-15.7,72,923,6.0,11692.0,11692.0
8104,8104,2020-12-23 10:00:00,8.3,33218.0,322,-15.4,71,923,5.9,10951.0,10951.0
8105,8105,2020-12-23 10:15:00,8.4,33266.0,321,-15.1,71,923,5.5,8923.0,8923.0
8106,8106,2020-12-23 10:30:00,8.2,32830.0,319,-14.8,70,923,5.9,10707.0,10707.0
8107,8107,2020-12-23 10:45:00,8.1,32394.0,317,-14.5,69,923,5.7,9382.0,9382.0
8108,8108,2020-12-23 11:00:00,7.9,31958.0,315,-14.2,68,923,6.1,10861.0,10861.0
8109,8109,2020-12-23 11:15:00,7.9,31954.0,314,-13.9,68,923,5.6,8529.0,8529.0
8110,8110,2020-12-23 11:30:00,7.9,32381.0,313,-13.7,68,923,5.2,6672.0,6672.0
8111,8111,2020-12-23 11:45:00,7.9,32809.0,312,-13.6,68,923,5.5,7546.0,7546.0
8112,8112,2020-12-23 12:00:00,7.9,33236.0,311,-13.4,68,923,5.4,7050.0,7050.0
8113,8113,2020-12-23 12:15:00,8.0,33752.0,310,-13.2,68,923,5.8,9853.0,9853.0
8114,8114,2020-12-23 12:30:00,8.0,34357.0,309,-13.1,68,923,5.8,9368.0,9368.0
8115,8115,2020-12-23 12:45:00,8.0,34962.0,308,-13.0,68,923,6.0,10808.0,10808.0
8116,8116,2020-12-23 13:00:00,8.0,35567.0,307,-12.9,68,923,6.1,11598.0,11598.0
8117,8117,2020-12-23 13:15:00,8.1,36190.0,306,-12.9,68,923,6.3,13472.0,13472.0
8118,8118,2020-12-23 13:30:00,8.1,36833.0,305,-12.9,68,923,7.2,20818.0,20818.0
8119,8119,2020-12-23 13:45:00,8.2,37476.0,305,-12.8,69,923,8.3,29534.0,29534.0
8120,8120,2020-12-23 14:00:00,8.2,38119.0,304,-12.8,69,923,8.7,33317.0,33317.0
8121,8121,2020-12-23 14:15:00,8.3,38714.0,304,-12.9,69,923,8.9,32600.0,32600.0
8122,8122,2020-12-23 14:30:00,8.4,39261.0,303,-13.0,70,923,9.5,39228.0,39228.0
8123,8123,2020-12-23 14:45:00,8.4,39808.0,302,-13.1,70,923,10.3,43601.0,43601.0
8124,8124,2020-12-23 15:00:00,8.5,40355.0,302,-13.2,71,923,9.5,39601.0,39601.0
8125,8125,2020-12-23 15:15:00,8.6,40871.0,302,-13.5,71,923,9.6,37612.0,37612.0
8126,8126,2020-12-23 15:30:00,8.8,41357.0,302,-13.8,72,923,9.5,39163.0,39163.0
8127,8127,2020-12-23 15:45:00,8.9,41842.0,301,-14.1,72,924,9.2,39050.0,39050.0
8128,8128,2020-12-23 16:00:00,9.1,42328.0,301,-14.4,73,924,9.3,37831.0,37831.0
8129,8129,2020-12-23 16:15:00,9.3,42693.0,301,-14.7,73,924,9.3,35108.0,35108.0
8130,8130,2020-12-23 16:30:00,9.5,42937.0,301,-15.0,73,924,8.9,34398.0,34398.0
8131,8131,2020-12-23 16:45:00,9.6,43181.0,301,-15.2,73,924,8.6,33615.0,33615.0
8132,8132,2020-12-23 17:00:00,9.7,43425.0,302,-15.5,73,924,9.7,40472.0,40472.0
8133,8133,2020-12-23 17:15:00,9.7,43570.0,302,-15.7,73,924,9.4,40941.0,40941.0
8134,8134,2020-12-23 17:30:00,9.8,43616.0,302,-15.8,73,924,9.0,36385.0,36385.0
8135,8135,2020-12-23 17:45:00,9.8,43663.0,303,-15.9,72,924,8.7,35666.0,35666.0
8136,8136,2020-12-23 18:00:00,9.8,43709.0,303,-16.0,72,924,9.3,40065.0,40065.0
8137,8137,2020-12-23 18:15:00,9.8,43712.0,303,-16.2,72,924,9.0,37603.0,37603.0
8138,8138,2020-12-23 18:30:00,9.7,43672.0,304,-16.3,72,924,8.5,31750.0,31750.0
8139,8139,2020-12-23 18:45:00,9.7,43631.0,303,-16.4,71,924,8.2,28363.0,28363.0
8140,8140,2020-12-23 19:00:00,9.6,43591.0,304,-16.5,71,924,7.5,23924.0,23924.0
8141,8141,2020-12-23 19:15:00,9.6,43520.0,304,-16.7,71,924,7.7,25094.0,25094.0
8142,8142,2020-12-23 19:30:00,9.6,43418.0,304,-16.8,70,924,7.8,26237.0,26237.0
8143,8143,2020-12-23 19:45:00,9.6,43316.0,304,-17.0,70,924,6.7,16159.0,16159.0
8144,8144,2020-12-23 20:00:00,9.6,43214.0,304,-17.1,69,924,6.8,17455.0,17455.0
8145,8145,2020-12-23 20:15:00,9.6,42913.0,304,-17.3,69,924,6.2,12023.0,12023.0
8146,8146,2020-12-23 20:30:00,9.5,42414.0,304,-17.4,68,924,6.4,15045.0,15045.0
8147,8147,2020-12-23 20:45:00,9.5,41915.0,304,-17.6,68,924,6.7,15833.0,15833.0
8148,8148,2020-12-23 21:00:00,9.4,41416.0,304,-17.7,67,924,6.6,15212.0,15212.0
8149,8149,2020-12-23 21:15:00,9.4,40780.0,304,-17.9,67,924,6.4,13502.0,13502.0
8150,8150,2020-12-23 21:30:00,9.4,40008.0,304,-18.0,66,924,6.4,13733.0,13733.0
8151,8151,2020-12-23 21:45:00,9.3,39237.0,303,-18.1,66,924,6.3,12741.0,12741.0
8152,8152,2020-12-23 22:00:00,9.3,38465.0,303,-18.2,65,924,6.4,12019.0,12019.0
8153,8153,2020-12-23 22:15:00,9.2,38060.0,302,-18.3,65,924,6.0,10780.0,10780.0
8154,8154,2020-12-23 22:30:00,9.2,38022.0,301,-18.4,65,924,6.2,11029.0,11029.0
8155,8155,2020-12-23 22:45:00,9.1,37984.0,300,-18.5,65,924,5.7,9635.0,9635.0
8156,8156,2020-12-23 23:00:00,9.1,37946.0,299,-18.6,65,924,5.3,7435.0,7435.0
8157,8157,2020-12-23 23:15:00,9.0,37583.0,298,-18.8,65,924,5.0,5846.0,5846.0
8158,8158,2020-12-23 23:30:00,8.9,36894.0,296,-18.9,65,924,4.9,5665.0,5665.0
8159,8159,2020-12-23 23:45:00,8.9,36206.0,294,-19.1,66,924,4.8,4910.0,4910.0
8160,8160,2020-12-24 00:00:00,8.5,36162.0,301,-19.2,74,924,4.5,4359.0,4359.0
8161,8161,2020-12-24 00:15:00,8.5,35995.0,301,-19.2,74,924,4.8,5118.0,5118.0
8162,8162,2020-12-24 00:30:00,8.5,35577.0,300,-19.3,74,924,4.7,4339.0,4339.0
8163,8163,2020-12-24 00:45:00,8.5,35160.0,300,-19.3,74,924,4.7,4528.0,4528.0
8164,8164,2020-12-24 01:00:00,8.4,34742.0,300,-19.4,74,924,4.5,4209.0,4209.0
8165,8165,2020-12-24 01:15:00,8.4,34412.0,300,-19.4,74,924,4.2,3252.0,3252.0
8166,8166,2020-12-24 01:30:00,8.4,34169.0,299,-19.5,75,924,4.1,2944.0,2944.0
8167,8167,2020-12-24 01:45:00,8.5,33926.0,299,-19.6,75,924,4.6,3994.0,3994.0
8168,8168,2020-12-24 02:00:00,8.4,33683.0,298,-19.7,76,924,4.5,3984.0,3984.0
8169,8169,2020-12-24 02:15:00,8.4,33329.0,298,-19.7,76,924,4.4,3126.0,3126.0
8170,8170,2020-12-24 02:30:00,8.3,32862.0,297,-19.8,76,924,4.4,3072.0,3072.0
8171,8171,2020-12-24 02:45:00,8.3,32395.0,296,-19.9,77,924,4.1,2995.0,2995.0
8172,8172,2020-12-24 03:00:00,8.3,31928.0,295,-20.0,77,924,5.1,5614.0,5614.0
8173,8173,2020-12-24 03:15:00,8.2,31762.0,294,-20.1,77,924,5.4,7041.0,7041.0
8174,8174,2020-12-24 03:30:00,8.2,31898.0,294,-20.2,78,924,4.8,5033.0,5033.0
8175,8175,2020-12-24 03:45:00,8.2,32033.0,293,-20.3,78,923,4.6,3787.0,3787.0
8176,8176,2020-12-24 04:00:00,8.2,32169.0,292,-20.4,79,923,4.5,3784.0,3784.0
8177,8177,2020-12-24 04:15:00,8.2,32012.0,292,-20.5,79,923,4.6,4070.0,4070.0
8178,8178,2020-12-24 04:30:00,8.2,31561.0,292,-20.6,79,923,4.3,3517.0,3517.0
8179,8179,2020-12-24 04:45:00,8.2,31110.0,292,-20.6,79,923,4.4,3537.0,3537.0
8180,8180,2020-12-24 05:00:00,8.2,30659.0,292,-20.7,79,923,5.1,5458.0,5458.0
8181,8181,2020-12-24 05:15:00,8.2,30095.0,292,-20.7,79,923,4.8,4544.0,4544.0
8182,8182,2020-12-24 05:30:00,8.1,29417.0,292,-20.8,79,923,4.8,4635.0,4635.0
8183,8183,2020-12-24 05:45:00,7.9,28740.0,291,-20.9,80,923,4.8,4779.0,4779.0
8184,8184,2020-12-24 06:00:00,7.8,28062.0,291,-21.0,80,923,5.3,6658.0,6658.0
8185,8185,2020-12-24 06:15:00,7.8,27263.0,291,-21.0,80,923,5.1,6220.0,6220.0
8186,8186,2020-12-24 06:30:00,7.7,26343.0,291,-21.1,80,923,4.4,3757.0,3757.0
8187,8187,2020-12-24 06:45:00,7.6,25424.0,290,-21.2,80,923,3.8,2211.0,2211.0
8188,8188,2020-12-24 07:00:00,7.4,24504.0,290,-21.3,80,923,3.1,577.0,577.0
8189,8189,2020-12-24 07:15:00,7.3,24039.0,289,-21.4,80,923,2.6,-33.0,-33.0
8190,8190,2020-12-24 07:30:00,7.2,24030.0,289,-21.5,80,923,3.0,766.0,766.0
8191,8191,2020-12-24 07:45:00,7.1,24020.0,288,-21.6,80,923,3.1,536.0,536.0
8192,8192,2020-12-24 08:00:00,6.9,24011.0,288,-21.7,80,923,3.3,1017.0,1017.0
8193,8193,2020-12-24 08:15:00,6.9,24103.0,288,-21.6,80,923,3.6,1206.0,1206.0
8194,8194,2020-12-24 08:30:00,6.9,24296.0,287,-21.3,80,923,3.2,582.0,582.0
8195,8195,2020-12-24 08:45:00,7.0,24490.0,286,-21.0,79,923,2.8,352.0,352.0
8196,8196,2020-12-24 09:00:00,6.9,23886.7741935484,285,-20.7,79,923,2.7,52.0,52.0
8197,8197,2020-12-24 09:15:00,6.9,24168.3870967742,283,-20.3,78,923,2.8,115.0,115.0
8198,8198,2020-12-24 09:30:00,6.9,24544.8387096774,282,-19.7,77,923,2.4,-181.0,-181.0
8199,8199,2020-12-24 09:45:00,7.0,24920.3225806452,280,-19.0,76,923,1.9,-185.0,-185.0
8200,8200,2020-12-24 10:00:00,7.1,25296.7741935484,278,-18.4,75,923,1.8,-171.0,-171.0
8201,8201,2020-12-24 10:15:00,7.0,25470.0,277,-17.8,73,923,1.9,-186.0,-186.0
8202,8202,2020-12-24 10:30:00,6.9,25440.0,275,-17.1,72,923,2.3,-105.0,-105.0
8203,8203,2020-12-24 10:45:00,6.8,25410.0,274,-16.4,70,922,3.5,1529.0,1529.0
8204,8204,2020-12-24 11:00:00,6.7,25380.0,273,-15.7,69,922,5.2,6884.0,6884.0
8205,8205,2020-12-24 11:15:00,6.6,25200.0,272,-15.1,67,922,5.7,9975.0,9975.0
8206,8206,2020-12-24 11:30:00,6.5,24870.9677419355,271,-14.6,66,922,6.5,14838.0,14838.0
8207,8207,2020-12-24 11:45:00,6.3,24540.9677419355,270,-14.1,65,922,7.0,16451.0,16451.0
8208,8208,2020-12-24 12:00:00,6.2,24211.935483871,270,-13.6,64,922,6.8,15684.0,15684.0
8209,8209,2020-12-24 12:15:00,6.3,25289.0322580645,272,-13.4,63,922,7.0,17720.0,17720.0
8210,8210,2020-12-24 12:30:00,6.7,27773.2258064516,276,-13.4,63,922,6.8,17819.0,17819.0
8211,8211,2020-12-24 12:45:00,7.2,30257.4193548387,280,-13.3,62,921,7.5,23145.0,23145.0
8212,8212,2020-12-24 13:00:00,7.7,32741.6129032258,283,-13.3,62,921,7.5,20188.0,20188.0
8213,8213,2020-12-24 13:15:00,8.0,34461.2903225806,285,-13.4,62,921,7.0,17917.0,17917.0
8214,8214,2020-12-24 13:30:00,8.0,35416.4516129032,288,-13.5,63,921,6.9,17212.0,17212.0
8215,8215,2020-12-24 13:45:00,8.1,36372.5806451613,290,-13.7,63,921,7.5,21048.0,21048.0
8216,8216,2020-12-24 14:00:00,8.1,37327.7419354839,292,-13.8,64,921,7.2,18386.0,18386.0
8217,8217,2020-12-24 14:15:00,8.2,37740.9677419355,292,-14.0,64,921,7.6,23813.0,23813.0
8218,8218,2020-12-24 14:30:00,8.3,37612.2580645161,291,-14.1,63,921,8.4,30715.0,30715.0
8219,8219,2020-12-24 14:45:00,8.3,37482.5806451613,290,-14.2,63,921,8.0,26651.0,26651.0
8220,8220,2020-12-24 15:00:00,8.4,37353.8709677419,290,-14.3,62,921,7.4,20766.0,20766.0
8221,8221,2020-12-24 15:15:00,8.4,37211.6129032258,289,-14.6,62,921,7.6,21294.0,21294.0
8222,8222,2020-12-24 15:30:00,8.6,37056.7741935484,288,-15.0,61,921,7.1,17579.0,17579.0
8223,8223,2020-12-24 15:45:00,8.8,36902.9032258065,287,-15.3,61,921,7.4,20442.0,20442.0
8224,8224,2020-12-24 16:00:00,9.0,36748.064516129,286,-15.7,60,921,7.1,17434.0,17434.0
8225,8225,2020-12-24 16:15:00,9.1,36837.0967741936,286,-16.0,60,921,6.7,15504.0,15504.0
8226,8226,2020-12-24 16:30:00,9.2,37170.9677419355,286,-16.3,59,921,6.7,15518.0,15518.0
8227,8227,2020-12-24 16:45:00,9.4,37503.8709677419,285,-16.6,58,922,6.2,11989.0,11989.0
8228,8228,2020-12-24 17:00:00,9.5,37837.7419354839,285,-16.9,57,922,6.5,13500.0,13500.0
8229,8229,2020-12-24 17:15:00,9.6,38022.5806451613,285,-17.2,56,922,6.1,11652.0,11652.0
8230,8230,2020-12-24 17:30:00,9.6,38059.3548387097,285,-17.4,55,922,6.2,12120.0,12120.0
8231,8231,2020-12-24 17:45:00,9.7,38095.1612903226,286,-17.5,54,922,6.3,12059.0,12059.0
8232,8232,2020-12-24 18:00:00,9.7,39403.0,286,-17.7,53,922,6.5,12999.0,12999.0
8233,8233,2020-12-24 18:15:00,9.7,39428.0,286,-17.9,52,922,6.9,15507.0,15507.0
8234,8234,2020-12-24 18:30:00,9.7,39439.0,287,-18.1,52,922,7.3,18131.0,18131.0
